beef_price_index,beef_ca_index,beans_price_index,beans_ca_index,milk_price_index,milk_ca_index,food_cpi_index,food_ppi_index,food_cpi_ca_index,cheese_price_index,ice_cream_price_index
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,52.65700483091788,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,54.770531400966185,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,53.925120772946855,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,52.59661835748793,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,52.89855072463768,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,50.96618357487923,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,53.2608695652174,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,52.29468599033817,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,54.58937198067634,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,50.78502415458937,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,54.46859903381643,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,53.2608695652174,88.12190674654859,80.17448856799038
91.03169251517194,92.3456790123457,94.93487698986976,,91.41831238779173,,90.82125603864735,98.02683504340963,55.97826086956522,88.12190674654859,80.17448856799038
94.60552933243424,92.5925925925926,95.65846599131694,,91.23877917414721,,91.06280193236715,98.18468823993686,52.71739130434783,88.64287574889295,80.41516245487365
94.60552933243424,92.5925925925926,95.65846599131694,,91.23877917414721,,91.06280193236715,98.18468823993686,55.01207729468599,88.64287574889295,80.41516245487365
94.60552933243424,92.5925925925926,95.65846599131694,,91.23877917414721,,91.06280193236715,98.18468823993686,53.925120772946855,88.64287574889295,80.41516245487365
